"Date","Workout name","Exercise","Set","Weight","Reps","Distance","Duration","Measurement unit","Notes"
"2018-04-16 07:03:22","Chest and Back","Barbell Bench Press","1","70","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Barbell Bench Press","2","70","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Barbell Bench Press","3","70","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Barbell Bench Press","4","70","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Barbell Bench Press","5","70","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Barbell Bench Press","6","70","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Barbell Bench Press","7","70","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Barbell Bench Press","8","70","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Barbell Bench Press","9","70","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Barbell Bench Press","10","70","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Bent Over Barbell Row","1","90","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Bent Over Barbell Row","2","90","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Bent Over Barbell Row","3","90","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Bent Over Barbell Row","4","90","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Bent Over Barbell Row","5","90","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Bent Over Barbell Row","6","90","9","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Bent Over Barbell Row","7","90","5","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Bent Over Barbell Row","8","90","6","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Bent Over Barbell Row","9","90","5","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Bent Over Barbell Row","10","90","5","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Cable Crossover","1","3","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Cable Crossover","2","3","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Cable Crossover","3","3","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Close Grip Lat Pulldown","1","70","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Close Grip Lat Pulldown","2","12","10","","","lbs",
"2018-04-16 07:03:22","Chest and Back","Close Grip Lat Pulldown","3","12","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Barbell Squat","1","70","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Barbell Squat","2","70","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Barbell Squat","3","70","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Barbell Squat","4","70","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Barbell Squat","5","70","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Barbell Squat","6","70","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Barbell Squat","7","70","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Barbell Squat","8","70","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Barbell Squat","9","70","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Barbell Squat","10","70","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Lying Leg Curl","1","22.5","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Lying Leg Curl","2","22.5","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Lying Leg Curl","3","22.5","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Lying Leg Curl","4","22.5","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Lying Leg Curl","5","22.5","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Lying Leg Curl","6","22.5","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Lying Leg Curl","7","22.5","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Lying Leg Curl","8","22.5","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Lying Leg Curl","9","22.5","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Lying Leg Curl","10","22.5","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Seated Calf Raise Machine","1","60","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Seated Calf Raise Machine","2","60","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Seated Calf Raise Machine","3","60","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Hanging Leg Raise","1","","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Hanging Leg Raise","2","","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Hanging Leg Raise","3","","4","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Barbell Deadlifts","1","90","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Barbell Deadlifts","2","90","10","","","lbs",
"2018-04-17 07:36:59","Legs and Abs","Barbell Deadlifts","3","90","10","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Smith Machine Close Grip Bench Press","1","65","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Smith Machine Close Grip Bench Press","2","65","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Smith Machine Close Grip Bench Press","3","65","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Smith Machine Close Grip Bench Press","4","65","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Smith Machine Close Grip Bench Press","5","65","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Smith Machine Close Grip Bench Press","6","65","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Smith Machine Close Grip Bench Press","7","65","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Smith Machine Close Grip Bench Press","8","65","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Smith Machine Close Grip Bench Press","9","65","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Smith Machine Close Grip Bench Press","10","65","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Barbell Bicep Curl","1","55","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Barbell Bicep Curl","2","55","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Barbell Bicep Curl","3","55","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Barbell Bicep Curl","4","55","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Barbell Bicep Curl","5","55","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Barbell Bicep Curl","6","55","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Barbell Bicep Curl","7","55","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Barbell Bicep Curl","8","55","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Barbell Bicep Curl","9","55","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Barbell Bicep Curl","10","55","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Lateral Dumbbell Raises","1","20","10","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Lateral Dumbbell Raises","2","20","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Lateral Dumbbell Raises","3","20","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Seated Bent Over Rear Delt Raise","1","10","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Seated Bent Over Rear Delt Raise","2","10","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Seated Bent Over Rear Delt Raise","3","10","6","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Standing Barbell Military Press","1","45","10","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Standing Barbell Military Press","2","45","10","","","lbs",
"2018-04-19 07:11:18","Arms and Shoulders","Standing Barbell Military Press","3","45","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Barbell Bench Press","1","80","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Barbell Bench Press","2","80","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Barbell Bench Press","3","80","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Barbell Bench Press","4","80","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Barbell Bench Press","5","80","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Barbell Bench Press","6","80","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Barbell Bench Press","7","80","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Barbell Bench Press","8","80","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Barbell Bench Press","9","80","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Barbell Bench Press","10","80","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Bent Over Barbell Row","1","90","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Bent Over Barbell Row","2","90","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Bent Over Barbell Row","3","90","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Bent Over Barbell Row","4","90","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Bent Over Barbell Row","5","90","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Bent Over Barbell Row","6","90","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Bent Over Barbell Row","7","90","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Bent Over Barbell Row","8","90","8","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Bent Over Barbell Row","9","90","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Bent Over Barbell Row","10","90","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Cable Crossover","1","4","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Cable Crossover","2","4","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Cable Crossover","3","4","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Close Grip Lat Pulldown","1","13","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Close Grip Lat Pulldown","2","13","10","","","lbs",
"2018-04-21 08:09:50","Chest and Back","Close Grip Lat Pulldown","3","13","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Barbell Squat","1","80","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Barbell Squat","2","80","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Barbell Squat","3","80","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Barbell Squat","4","80","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Barbell Squat","5","80","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Barbell Squat","6","80","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Barbell Squat","7","80","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Barbell Squat","8","80","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Barbell Squat","9","80","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Barbell Squat","10","80","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Lying Leg Curl","1","27.5","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Lying Leg Curl","2","27.5","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Lying Leg Curl","3","27.5","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Lying Leg Curl","4","27.5","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Lying Leg Curl","5","27.5","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Lying Leg Curl","6","27.5","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Lying Leg Curl","7","27.5","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Lying Leg Curl","8","27.5","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Lying Leg Curl","9","27.5","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Lying Leg Curl","10","27.5","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Seated Calf Raise Machine","1","70","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Seated Calf Raise Machine","2","70","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Seated Calf Raise Machine","3","70","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Hanging Leg Raise","1","","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Hanging Leg Raise","2","","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Hanging Leg Raise","3","","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Barbell Deadlifts","1","100","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Barbell Deadlifts","2","100","10","","","lbs",
"2018-04-22 09:19:54","Legs and Abs","Barbell Deadlifts","3","100","10","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Smith Machine Close Grip Bench Press","1","70","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Smith Machine Close Grip Bench Press","2","70","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Smith Machine Close Grip Bench Press","3","70","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Smith Machine Close Grip Bench Press","4","70","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Smith Machine Close Grip Bench Press","5","70","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Smith Machine Close Grip Bench Press","6","70","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Smith Machine Close Grip Bench Press","7","70","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Smith Machine Close Grip Bench Press","8","70","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Smith Machine Close Grip Bench Press","9","70","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Smith Machine Close Grip Bench Press","10","70","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Barbell Bicep Curl","1","60","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Barbell Bicep Curl","2","60","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Barbell Bicep Curl","3","60","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Barbell Bicep Curl","4","60","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Barbell Bicep Curl","5","60","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Barbell Bicep Curl","6","60","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Barbell Bicep Curl","7","60","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Barbell Bicep Curl","8","60","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Barbell Bicep Curl","9","60","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Barbell Bicep Curl","10","60","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Lateral Dumbbell Raises","1","30","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Lateral Dumbbell Raises","2","30","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Lateral Dumbbell Raises","3","30","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Seated Bent Over Rear Delt Raise","1","10","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Seated Bent Over Rear Delt Raise","2","10","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Seated Bent Over Rear Delt Raise","3","10","6","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Standing Barbell Military Press","1","50","10","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Standing Barbell Military Press","2","50","10","","","lbs",
"2018-04-24 07:10:22","Arms and Shoulders","Standing Barbell Military Press","3","50","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Barbell Bench Press","1","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Barbell Bench Press","2","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Barbell Bench Press","3","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Barbell Bench Press","4","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Barbell Bench Press","5","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Barbell Bench Press","6","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Barbell Bench Press","7","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Barbell Bench Press","8","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Barbell Bench Press","9","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Barbell Bench Press","10","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Bent Over Barbell Row","1","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Bent Over Barbell Row","2","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Bent Over Barbell Row","3","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Bent Over Barbell Row","4","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Bent Over Barbell Row","5","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Bent Over Barbell Row","6","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Bent Over Barbell Row","7","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Bent Over Barbell Row","8","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Bent Over Barbell Row","9","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Bent Over Barbell Row","10","90","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Cable Crossover","1","5","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Cable Crossover","2","5","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Cable Crossover","3","5","7","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Close Grip Lat Pulldown","1","80","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Close Grip Lat Pulldown","2","80","10","","","lbs",
"2018-04-26 07:23:47","Chest and Back","Close Grip Lat Pulldown","3","80","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Barbell Squat","1","85","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Barbell Squat","2","85","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Barbell Squat","3","85","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Barbell Squat","4","85","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Barbell Squat","5","85","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Barbell Squat","6","85","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Barbell Squat","7","85","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Barbell Squat","8","85","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Barbell Squat","9","85","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Barbell Squat","10","85","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Lying Leg Curl","1","31.5","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Lying Leg Curl","2","31.5","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Lying Leg Curl","3","31.5","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Lying Leg Curl","4","31.5","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Lying Leg Curl","5","31.5","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Lying Leg Curl","6","31.5","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Lying Leg Curl","7","31.5","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Lying Leg Curl","8","31.5","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Lying Leg Curl","9","31.5","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Lying Leg Curl","10","31.5","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Seated Calf Raise Machine","1","80","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Seated Calf Raise Machine","2","80","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Seated Calf Raise Machine","3","80","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Hanging Leg Raise","1","","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Hanging Leg Raise","2","","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Hanging Leg Raise","3","","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Barbell Deadlifts","1","105","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Barbell Deadlifts","2","105","10","","","lbs",
"2018-04-27 12:20:26","Legs and Abs","Barbell Deadlifts","3","105","10","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Smith Machine Close Grip Bench Press","1","75","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Smith Machine Close Grip Bench Press","2","75","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Smith Machine Close Grip Bench Press","3","75","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Smith Machine Close Grip Bench Press","4","75","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Smith Machine Close Grip Bench Press","5","75","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Smith Machine Close Grip Bench Press","6","75","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Smith Machine Close Grip Bench Press","7","75","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Smith Machine Close Grip Bench Press","8","75","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Smith Machine Close Grip Bench Press","9","75","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Smith Machine Close Grip Bench Press","10","75","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Barbell Bicep Curl","1","65","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Barbell Bicep Curl","2","65","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Barbell Bicep Curl","3","65","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Barbell Bicep Curl","4","65","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Barbell Bicep Curl","5","65","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Barbell Bicep Curl","6","65","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Barbell Bicep Curl","7","65","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Barbell Bicep Curl","8","65","4","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Barbell Bicep Curl","9","65","4","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Lateral Dumbbell Raises","1","34","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Lateral Dumbbell Raises","2","34","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Lateral Dumbbell Raises","3","34","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Seated Bent Over Rear Delt Raise","1","16","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Seated Bent Over Rear Delt Raise","2","16","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Seated Bent Over Rear Delt Raise","3","16","6","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Standing Barbell Military Press","1","65","10","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Standing Barbell Military Press","2","65","10","","","lbs",
"2018-04-30 10:47:42","Arms and Shoulders","Standing Barbell Military Press","3","65","8","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Barbell Bench Press","1","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Barbell Bench Press","2","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Barbell Bench Press","3","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Barbell Bench Press","4","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Barbell Bench Press","5","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Barbell Bench Press","6","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Barbell Bench Press","7","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Barbell Bench Press","8","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Barbell Bench Press","9","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Barbell Bench Press","10","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Bent Over Barbell Row","1","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Bent Over Barbell Row","2","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Bent Over Barbell Row","3","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Bent Over Barbell Row","4","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Bent Over Barbell Row","5","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Bent Over Barbell Row","6","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Bent Over Barbell Row","7","95","8","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Bent Over Barbell Row","8","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Bent Over Barbell Row","9","95","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Bent Over Barbell Row","10","95","5","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Cable Crossover","1","","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Cable Crossover","2","","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Cable Crossover","3","","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Close Grip Lat Pulldown","1","80","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Close Grip Lat Pulldown","2","80","10","","","lbs",
"2018-05-02 10:22:59","Chest and Back","Close Grip Lat Pulldown","3","80","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Barbell Squat","1","105","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Barbell Squat","2","105","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Barbell Squat","3","105","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Barbell Squat","4","105","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Barbell Squat","5","105","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Barbell Squat","7","85","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Barbell Squat","8","85","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Barbell Squat","9","85","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Barbell Squat","10","85","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Seated Calf Raise Machine","1","90","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Seated Calf Raise Machine","2","90","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Seated Calf Raise Machine","3","90","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Hanging Leg Raise","1","","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Hanging Leg Raise","2","","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Hanging Leg Raise","3","","9","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Barbell Deadlifts","1","115","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Barbell Deadlifts","2","115","10","","","lbs",
"2018-05-03 06:16:36","Legs and Abs","Barbell Deadlifts","3","115","10","","","lbs",
"2018-05-05 06:55:41","Arms and Shoulders","Smith Machine Close Grip Bench Press","1","85","6","","","lbs",
